Name,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Thriller,War,Western,Combined
The Battle of the Sexes,A look at the events leading up to the 1973 tennis match between retired men&apos;s champ Bobby Riggs and the current women&apos;s Wimbledon winner Billie Jean King.,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,look events lead tennis match retire men champ bobby riggs current women wimbledon winner billie jean king battle sex tennis tennis match tennis player tennis court
Il sepolcro dei re,"Cleopatra, after the civil war that followed the assassination of Caesar, met with Marc Antony in Assyria where they planned the defense of Egypt against the Romans. Before leaving, Cleopatra entrusted her young daughter, Shila, t...",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,cleopatra civil war follow assassination caesar meet marc antony assyria plan defense egypt romans leave cleopatra entrust young daughter shila egypt death murder murder family ancient egypt
Comanche Stallion: The Myth,"Troopers led by Lt. Randall, come across a Tyrannical General who is searching for the Comanche Stallion, whom the Comanches believe to be a mystical horse!.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,troopers lead lt randall come tyrannical general search comanche stallion comanches believe mystical horse nan
Heller in Pink Tights,Story of theatrical troupe that travels through the Old West.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,story theatrical troupe travel old west theatre troupe wyoming cheyenne wyoming bartender indian tribe
Home from the Hill,Dramatic story of the influential Hunnicutt family set in Texas during the late 1950s.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,dramatic story influential hunnicutt family set texas late texas womanizer melodrama illegitimacy base novel
Never Take Sweets from a Stranger,Peter Carter meets official resistance when he finds that his 9-year-old daughter has been the victim of the pedophile patriarch of the town&apos;s most powerful family.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,peter carter meet official resistance find year old daughter victim pedophile patriarch town powerful family candy pedophile trial social commentary cover
Plein soleil,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there&apos;s more to Tom Ripley than even he can guess.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,tom ripley talented mimic moocher forger around criminal improviser tom ripley even guess anti hero vacation money betrayal corpse
5 Branded Women,Five Yugoslav women who consorted with the German occupiers are publicly humiliated and banished by the Yugoslav partisans but they take up arms to fend for themselves.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,yugoslav women consort german occupiers publicly humiliate banish yugoslav partisans take arm fend partisan guerrilla german army yugoslavia woman jeopardy
The Angry Silence,A young factory worker decides to stand up against his workmates and fellow union members when they want to hold a wildcat strike.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,young factory worker decide stand workmates fellow union members want hold wildcat strike send coventry vox pop scene open credit train train station
À bout de souffle,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,small time thief steal car impulsively murder motorcycle policeman want authorities reunite hip american journalism student attempt persuade run away italy fugitive steal car murder jump cut boyfriend girlfriend relationship
The Hole in the Ground,"A single mother living in the Irish countryside with her son begins to suspect he may not be her son at all, and fears his increasingly disturbing behavior is linked to a mysterious sinkhole in the forest behind their house.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,single mother live irish countryside son begin suspect son fear increasingly disturb behavior link mysterious sinkhole forest behind house changeling doppelganger woods child quicksand
Tall Poppy,Filmed over 10 years this intimate portrait captures world champion skateboarder Poppy Olsen&apos;s coming of age and her preparation to become one of the first women to compete in the Olympics.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,film years intimate portrait capture world champion skateboarder poppy olsen come age preparation become first women compete olympics overalls skateboard
The Unforgiven,"Stuck in purgatory, a cynical angel is assigned to save the soul of a low level criminal. But when the devil turns up, he is forced to confront his own skepticism.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,stick purgatory cynical angel assign save soul low level criminal devil turn force confront skepticism nan
The Banshees of Inisherin,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lifelong friends find impasse abruptly end relationship alarm consequences brother sister relationship loneliness cut finger fiddler year
Hell Is a City,"In Britain, a Manchester police inspector becomes obsessed with capturing a criminal who escapes from prison.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,britain manchester police inspector become obsess capture criminal escape prison proto giallo deaf girl lie jealousy old lovers
The 9th Circle,A woman is abducted by a sinister stranger on Halloween night for a fate worse than death.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,woman abduct sinister stranger halloween night fate worse death evil clown halloween wait room train station nightmare
Ooe-yama Shuten-dôji,"A team of samurai warriors team up to defeat a shape-changing, supernatural creature.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,team samurai warriors team defeat shape change supernatural creature kaiju glow sword giant spider abduction demon
The Challenge,A down-and-out American boxer becomes involved in a feud between two Japanese brothers.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,american boxer become involve feud japanese brothers sword samurai sword fight boxer japan
Pollyanna,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,young girl come embitter town confront attitude determination see best life profanity disability character name title pollyanna character kiss
The River Wild,Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,raft expert gail take pair arm killers navigate spectacularly violent river vacation go wrong raft criminal estrange husband gang
Seishun zankoku monogatari,A harsh young man seduces a freeloading young woman and eventually takes advantage of her knack for hitch-hiking to rob middle-class men.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,harsh young man seduce freeload young woman eventually take advantage knack hitch hike rob middle class men yakuza lovemaking make love teen movie society
Never Let Go,"A single mother on vacation, takes the law into her own hands to take back her abducted child.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,single mother vacation take law hand take back abduct child rescue race time parenthood organize crime many
The Story of Ruth,"Inspired by the scriptural tale. Moabitess priestess Ruth is drawn both to a Judean man and to his talk of a forgiving God. After tragedy strikes, she begins a new life in Bethlehem.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,inspire scriptural tale moabitess priestess ruth draw judean man talk forgive god tragedy strike begin new life bethlehem prologue priestess hebrew israel mother law daughter law relationship
A Terrible Beauty,"After her father destroys her prototype &apos;Soulmate&apos; robot, a replacement for her dead mother, a roboticist, Olivia, questions her fundamental belief in a world without suffering and the nature of love.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,father destroy prototype soulmate robot replacement dead mother roboticist olivia question fundamental belief world without suffer nature love robot robot sci fi
The Party Is Over,"In this alternative college comedy, three slacker roommates must face the consequences of each of their bizarre, obsessive relationships with three equally complicated young women.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alternative college comedy slacker roommates must face consequences bizarre obsessive relationships equally complicate young women nan
"Murder, Inc.","The rise and fall of a 1930&apos;s Brooklyn crime syndicate, known as Murder Incorporated, led by mobster Lepke Buchalter.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,rise fall brooklyn crime syndicate know murder incorporate lead mobster lepke buchalter true crime stab hit woman slap face habeas corpus
Strangers When We Meet,"A suburban architect loves his wife but is bored with his marriage and with his work, so he takes up with the neglected, married beauty who lives down the street.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,suburban architect love wife bore marriage work take neglect marry beauty live street architect loveless marriage house construction mother son relationship housewife
The Brides of Dracula,"Vampire hunter Van Helsing returns to Transylvania to destroy handsome bloodsucker Baron Meinster, who has designs on beautiful young schoolteacher Marianne.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,vampire hunter van helsing return transylvania destroy handsome bloodsucker baron meinster design beautiful young schoolteacher marianne sequel cross coffin cautery windmill
Elmer Gantry,"A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fast talk travel salesman charm loquacious manner convince sincere evangelist effective preacher cause preacher religion tent revival evangelist travel salesman
The Rat Race,"An aspiring musician arrives in New York in search of fame and fortune. He soon meets a taxi dancer, moves in with her, and before too long a romance develops.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,aspire musician arrive new york search fame fortune soon meet taxi dancer move long romance develop roommate dancehall girl base play animal title theft
Knights of the Zodiac,"When a goddess of war reincarnates in the body of a young girl, street orphan Seiya discovers that he is destined to protect her and save the world. But only if he can face his own past and become a Knight of the Zodiac.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,goddess war reincarnate body young girl street orphan seiya discover destine protect save world face past become knight zodiac live action remake anime base manga warrior power live action
The Bellboy and the Playgirls,This Bellboy is after more than just big tips.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bellboy big tip softcore psychotronic film bellboy sex comedy female topless nudity
The Entertainer,"One night and one day in the life of Joe, a musician in his mid 30s who is artistically and personally stagnating, feeling like everyone&apos;s overtaking him. After a failed gig he gets drunk and loses his keys. Being too broke for a ...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,night day life joe musician mid artistically personally stagnate feel like everyone overtake fail gig get drink lose key break nan
Jigoku,"A group of sinners involved in interconnected tales of murder, revenge, deceit and adultery all meet at the Gates of Hell.",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,group sinners involve interconnect tales murder revenge deceit adultery meet gate hell surrealism psychotronic film dismemberment fiance fiancee relationship extreme violence
Last Woman on Earth,"Ev, her husband Harold, and their friend Martin go scuba diving while on vacation in Puerto Rico. When they surface, they find that everyone on the island has died.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,ev husband harold friend martin go scuba dive vacation puerto rico surface find everyone island die fish puerto rico last woman earth spear gun scuba dive
Parakh,"Niravan (Nazir Hussain), the village postmaster receives an envelope with a cheque for a very large amount, with the instructions that he is to turn this cheque over to the most honest man in the village. Honest Niravan calls a vi...",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,niravan nazir hussain village postmaster receive envelope cheque large amount instructions turn cheque honest man village honest niravan call vi satire comedy village cheque postmaster meet
Make Mine Mink,A weird mix of social misfits and neighbors becomes a gang of thieves stealing mink coats in order to fund local charities.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,weird mix social misfits neighbor become gang thieve steal mink coat order fund local charities robbery mink coat fence farce alliteration title
Black Sunday,Black Sunday is an art house dark-fantasy short film about a girl who uses a tarot deck to mirror and to guide an intense soul connection.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,black sunday art house dark fantasy short film girl use tarot deck mirror guide intense soul connection nan
Ching nu yu hun,"A young scholar spends the night in a creepy temple that is said to be haunted. He doesn&apos;t believe in the rumors, but after running into a Taoist swordsman, he meets a beautiful lady ghost.",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,young scholar spend night creepy temple say haunt believe rumor run taoist swordsman meet beautiful lady ghost gothic horror
The Exotic Time Machine,"A time machine transports two curious pleasure seekers to the deepest reaches of the erotic past, where they enjoy historical adventures beyond imagination.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,time machine transport curious pleasure seekers deepest reach erotic past enjoy historical adventure beyond imagination time travel softcore male nudity male frontal nudity female full frontal nudity
The Little Sex Shop of Horrors,"A dark and stormy, Halloween night in the Babes in Sex Toyland adult gift shop does not go well for Jason, the young store clerk. After a visit by a mysterious customer, Jason faces a fight for his life against creatures of the ni...",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,dark stormy halloween night babes sex toyland adult gift shop go well jason young store clerk visit mysterious customer jason face fight life creatures ni nan
Warui yatsu hodo yoku nemuru,A vengeful young man marries the daughter of a corrupt industrialist in order to seek justice for his father&apos;s suicide.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,vengeful young man marry daughter corrupt industrialist order seek justice father suicide suicide scandal guilt car crash husband wife relationship
KAPO,"A young indigenous woman trapped in the throes of an abusive relationship gets revenge by burning down her boyfriend&apos;s home. Fearing retaliation, she flees into the mountains of Kauai, Hawaii where she discovers a mythical creatur...",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,young indigenous woman trap throes abusive relationship get revenge burn boyfriend home fear retaliation flee mountains kauai hawaii discover mythical creatur nan
Surprise Package,"An American gangster is exiled from the United States for criminal activity and is sent back to the Greek island where he was born. Once on the island, he is watched by a corrupt local police chief. Upon meeting an exiled king, he...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,american gangster exile unite state criminal activity send back greek island bear island watch corrupt local police chief upon meet exile king nan
Pote tin Kyriaki,An American scholar in Greece sets about improving the prostitute with whom he is infatuated.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,american scholar greece set improve prostitute infatuate prostitute word title day title ancient greek mythology bikini
Nihon no yoru to kiri,Long takes and a highly theatrical visual approach combine to form a tense and confrontational look at the decline of a socialist student activists&apos; movement in Japan.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,long take highly theatrical visual approach combine form tense confrontational look decline socialist student activists movement japan japanese new wave student long take reference dmitri shostakovich sex scene
The Magnificent Seven,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,gunmen variety background bring together vengeful young widow protect town private army destructive industrialist showdown bounty hunter good versus evil die hard scenario remake
The Millionairess,A millionairess and a doctor cannot marry until they meet conditions set up by their respective parents.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,millionairess doctor cannot marry meet condition set respective parent river thames london england love italian indian
Everybody Goes to the Hospital,"&apos;Everybody Goes to the Hospital&apos; is an animated exploration of a true physical, psychological, and familial trauma.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,everybody go hospital animate exploration true physical psychological familial trauma nan
Ten Who Dared,Major John Wesley Powell leads an expedition through the Grand Canyon to chart the Colorado River.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,major john wesley powell lead expedition grand canyon chart colorado river timeframe th century river adventure canyon chart
El Cochecito,The Marquis of Pocamonta challenges the Torombolos to an automobile race,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,marquis pocamonta challenge torombolos automobile race nan
The Housemaid,"Daisy&apos;s task as a new maid to a wealthy family is to watch over a young kid, but unknowingly she&apos;s being watched by the kid&apos;s father. When temptation kicks in Daisy and the wealthy family&apos;s lives start to shatter in pieces.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,daisy task new maid wealthy family watch young kid unknowingly watch kid father temptation kick daisy wealthy family live start shatter piece rich family maid nanny pregnant wife cheat wife
Man-choo,"An adulterous wife, in prison for killing her husband, learns her mother has passed away in Seattle. Officials grant her a 3-day furlough to attend her funeral, when on the bus she meets a man who doesn&apos;t have enough money to for ...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,adulterous wife prison kill husband learn mother pass away seattle officials grant day furlough attend funeral bus meet man enough money nan
North to Alaska,"During the Alaska gold rush, prospector George sends partner Sam to Seattle to bring his fiancée but when it turns out that she married another man, Sam returns with a pretty substitute, the hostess of the Henhouse dance hall.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,alaska gold rush prospector george send partner sam seattle bring fiancee turn marry another man sam return pretty substitute host henhouse dance hall man wrap towel timeframe th century northern u break engagement jilt fiance
The Facts of Life,Sophisticated comedy with Larry and Kitty leaving their spouses for an interlude together.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,sophisticate comedy larry kitty leave spouses interlude together marriage vacation fish husband wife relationship young men christian association
Fortunat,"During WW2, a posh bourgeois woman ,Juliette,is forced to live under the same room as a crude simple-minded yet kind man.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,ww posh bourgeois woman juliette force live room crude simple mind kind man france demarcation line false identity occupy france world war
Cinderfella,"Filmed over two nights at KKSC Theatre in front of a packed house, Cinderfella has to find her father but is frustrated at every turn by the evil genie.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,film nights kksc theatre front pack house cinderfella find father frustrate every turn evil genie kksc theatre zimbabwe theatre zimbabwe comedy theater
The River of Love,A man who has forgotten his past (Raahi) meets a woman (Swara) who&apos;d rather forget hers. He combines a great power for self-destruction and penitence with a desperate need for dignity. She stoically faces all the odds life throws ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,man forget past raahi meet woman swara rather forget combine great power self destruction penitence desperate need dignity stoically face odds life throw nan
The 3 Worlds of Gulliver,"After being shipwrecked, a man finds himself on an island inhabited by tiny people, who soon make plans for him.",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,shipwreck man find island inhabit tiny people soon make plan psychotronic film campy bare chested male hairy chest pirate
Pepe,"The young Mexican Pepe&apos;s beloved horse is sold to Hollywood star Ted Holt, leading to Pepe&apos;s journey to Hollywood to get the horse back, and Pepe&apos;s encounter with half the stars working in Hollywood at the time.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,young mexican pepe beloved horse sell hollywood star ted holt lead pepe journey hollywood get horse back pepe encounter half star work hollywood time mexican man base play character name title scene open credit star cast
Where the Boys Are,A few girls in an apartment. Across the street men are building a mosque.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,girls apartment street men build mosque bare chested male slow dance dance gay crush party
The Last Witness,An ambitious young journalist uncovers the horrific slaughter of twenty-two thousand Polish officers during World War II. A secret that has been kept hidden for far too many years.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,ambitious young journalist uncover horrific slaughter twenty thousand polish officer world war ii secret keep hide far many years voice narration western post newspaper polish hostel somerset england soviet invasion poland kiss
Ali Baba bujang lapok,"Based on the 1001 Arabian nights tale of Ali Baba & The Forty Thieves, this movie tells of the adventures of Ali Baba with generous twists of Malay humour and general hilarity.",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,base arabian nights tale ali baba forty thieve movie tell adventure ali baba generous twist malay humour general hilarity character name title
Anuradha,"A lonely housewife, who gave up her promising singing career to marry an idealistic village-doctor, begins to regret her decision.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,lonely housewife give promise sing career marry idealistic village doctor begin regret decision love father daughter relationship singer doctor flashback
Because They&apos;re Young,A new high school teacher tries to help troubled students and falls in love with the principal&apos;s secretary.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,new high school teacher try help trouble students fall love principal secretary base novel psychotronic film
Beat Girl,An impetuous teenage girl becomes involved with Soho&apos;s beatnik and striptease scenes to spite her staid architect father and her French ex-stripper stepmother.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,impetuous teenage girl become involve soho beatnik striptease scenes spite staid architect father french ex stripper stepmother teensploitation psychotronic film stripper jazz beatnik
Kirik Çanaklar,"The film tells the story of a family pushed to the brink as the result of slander. Sabahat spends every day doing housework and looking after her naughty child and cantankerous mother-in-law. When he comes home tired from work, Ce...",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,film tell story family push brink result slander sabahat spend every day housework look naughty child cantankerous mother law come home tire work ce worker slander old age naughty child driver
Carry on Constable,"With a flu epidemic running rife, three new bumbling recruits are assigned to Inspector Mills police station. With help from Special Constable Gorse, they manage to totally wreck the operations of the police force and let plenty o...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu epidemic run rife new bumble recruit assign inspector mill police station help special constable gorse manage totally wreck operations police force let plenty police carry woman bathtub man dress woman woman wrap towel
Meghe Dhaka Tara,A selfless young woman (Supriya Choudhury) sacrifices her own happiness for her unappreciative family.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,selfless young woman supriya choudhury sacrifice happiness unappreciative family female protagonist sacrifice mother daughter relationship dysfunctional family accident
The Dark at the Top of the Stairs,"In Oklahoma in the 1920s, Rubin Flood (Robert Preston) loses his job as a travelling salesman when the company goes bankrupt. This adds to his worries at home. His wife Cora (Dorothy McGuire) is frigid because of trying to make en...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,oklahoma rubin flood robert preston lose job travel salesman company go bankrupt add worry home wife cora dorothy mcguire frigid try make en oklahoma salesman husband wife relationship widow
Desire in the Dust,"Lonnie Wilson, the son of a toothless sharecropper, Zuba Wilson, returns to small southern hometown after spending six years on the chain-gang for killing Colonel Ben Marquand&apos;s son in an automobile accident. He revives his love a...",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,lonnie wilson son toothless sharecropper zuba wilson return small southern hometown spend years chain gang kill colonel ben marquand son automobile accident revive love colonel sharecropper infidelity southern gothic base novel
